,Restaurant,Latitude,Longitude,URL
105,24/7 Coffee Feat. El Union - UST [Available for LONG-DISTANCE DELIVERY],14.61171533,120.9877831,https://food.grab.com/ph/en/restaurant/24-7-coffee-feat-el-union-ust-available-for-long-distance-delivery-delivery/2-C23XEADWTKDVEE
106,Ayamwings Food House - Intramuros,14.588592,120.977331,https://food.grab.com/ph/en/restaurant/ayamwings-food-house-intramuros-delivery/2-C22DSCEGRT5FBE
107,Kanto King - UST [Available for LONG-DISTANCE DELIVERY],14.611589261386,120.987806,https://food.grab.com/ph/en/restaurant/kanto-king-ust-available-for-long-distance-delivery-delivery/2-CY4XJCDJFEWAA2
108,Ali and Pau Foodhouse - Quiapo,14.599928333333333,120.9882267,https://food.grab.com/ph/en/restaurant/ali-and-pau-foodhouse-quiapo-delivery/2-C2AXL8KGA7XEUA
109,625 Sugar Cup Milktea House - Ah Lacson Ave.,14.6068311,120.9953495,https://food.grab.com/ph/en/restaurant/625-sugar-cup-milktea-house-ah-lacson-ave-delivery/2-C2VFCUJBJZEHKA
110,Casa Crawford: Modern Mexican Kitchen - UST [Available for LONG-DISTANCE DELIVERY],14.61170413,120.987778,https://food.grab.com/ph/en/restaurant/casa-crawford-modern-mexican-kitchen-ust-available-for-long-distance-delivery-delivery/2-C24JVJ5FJP3EDE
111,Emoteara Cafe - Lacson Avenue [Available for LONG-DISTANCE DELIVERY],14.606835,120.9954061,https://food.grab.com/ph/en/restaurant/emoteara-cafe-lacson-avenue-available-for-long-distance-delivery-delivery/2-C2AZAXTCL2MULX
112,Dropshot Burger - Laon Laan St. [Available for LONG-DISTANCE DELIVERY],14.61317095,120.9879167,https://food.grab.com/ph/en/restaurant/dropshot-burger-laon-laan-st-available-for-long-distance-delivery-delivery/2-C2W3RTJHEY3TT2
113,New Yorker Buffalo Wings - Biak Na Bato [Available for LONG-DISTANCE DELIVERY],14.614689,120.977246,https://food.grab.com/ph/en/restaurant/new-yorker-buffalo-wings-biak-na-bato-available-for-long-distance-delivery-delivery/2-C2VJLEBZCKLXL6
114,Rhieham's Kitchenette - United Nations Ave.,14.582932,120.986323,https://food.grab.com/ph/en/restaurant/rhieham-s-kitchenette-united-nations-ave-delivery/2-C2UVV2CTG8CJV6
115,Scorched Smokehouse - SM Manila,14.590160382858116,120.98297833862377,https://food.grab.com/ph/en/restaurant/scorched-smokehouse-sm-manila-delivery/2-C22TVED3GXEGLE
116,Zagu - Carriedo,14.599014971754528,120.98156781349236,https://food.grab.com/ph/en/restaurant/zagu-carriedo-delivery/2-C23KCYNANNDJNN
117,Macao Imperial Tea - Mendiola [Available for LONG-DISTANCE DELIVERY],14.60122955,120.9897688,https://food.grab.com/ph/en/restaurant/macao-imperial-tea-mendiola-available-for-long-distance-delivery-delivery/2-CY2EGPUFTYKJVX
118,Wai Ying Fastfood - Binondo [Available for LONG-DISTANCE DELIVERY],14.602068853150598,120.97598854230432,https://food.grab.com/ph/en/restaurant/wai-ying-fastfood-binondo-available-for-long-distance-delivery-delivery/2-C2MFREUZN6WKLN
119,Dadudz Unli Wings - St. Thomas Square,14.60562305,120.988576,https://food.grab.com/ph/en/restaurant/dadudz-unli-wings-st-thomas-square-delivery/2-C23ZNBUFGADZTN
120,Happilee Korean Kitchen - GrabKitchen (Sampaloc) [Available for LONG-DISTANCE DELIVERY],14.6143448,120.9925752,https://food.grab.com/ph/en/restaurant/happilee-korean-kitchen-grabkitchen-sampaloc-available-for-long-distance-delivery-delivery/2-C2JECYXXKF2ATA
121,David's Tea House - Sta. Cruz [Available for LONG-DISTANCE DELIVERY],14.60081561,120.9792872,https://food.grab.com/ph/en/restaurant/david-s-tea-house-sta-cruz-available-for-long-distance-delivery-delivery/PHGFSTI0000019k
122,King Chef - Lucky Chinatown Mall (Seafood Restaurant),14.6032502,120.9733011475,https://food.grab.com/ph/en/restaurant/king-chef-lucky-chinatown-mall-seafood-restaurant-delivery/PHGFSTI0000019v
